track_id,attributeA,attributeB,attributeC
1246,A4,B4,C5
1247,A1,B5,C4
1248,A1,B3,C5
1249,A4,B5,C1
1250,A1,B3,C3
1251,A5,B3,C1
1252,A5,B2,C5
1253,A1,B3,C1
1254,A5,B3,C4
1255,A1,B4,C4
1256,A2,B1,C5
1257,A4,B4,C5
1258,A2,B3,C4
1259,A1,B5,C5
1260,A4,B1,C4
1261,A1,B5,C1
1262,A5,B5,C4
1263,A5,B4,C3
1264,A2,B5,C4
1265,A1,B2,C4
1266,A5,B2,C4
1267,A5,B1,C1
1268,A4,B3,C1
1269,A3,B5,C5
1270,A4,B3,C5
1271,A2,B4,C4
1272,A2,B3,C4
1273,A4,B3,C5
1274,A3,B3,C5
1275,A5,B2,C3
1276,A3,B2,C2
1277,A2,B1,C5
1278,A3,B3,C2
1279,A2,B2,C5
1280,A4,B3,C5
1281,A4,B5,C5
1282,A5,B2,C5
1283,A3,B5,C4
1284,A3,B2,C1
1285,A3,B1,C4
1286,A5,B1,C5
1287,A3,B4,C2
1288,A1,B1,C5
1289,A2,B2,C4
1290,A4,B1,C2
1291,A1,B4,C3
1292,A2,B5,C3
1293,A1,B3,C3
1294,A4,B3,C4
1295,A3,B5,C3
1296,A4,B1,C5
1297,A4,B3,C5
1298,A3,B5,C2
1299,A1,B1,C5
1300,A2,B2,C3
1301,A5,B2,C1
1302,A4,B1,C1
1303,A2,B3,C3
1304,A1,B3,C3
1305,A5,B4,C4
1306,A2,B5,C4
1307,A2,B2,C3
1308,A4,B1,C3
1309,A5,B3,C1
1310,A3,B4,C2
1311,A4,B5,C4
1312,A1,B2,C1
1313,A1,B1,C2
1314,A2,B4,C1
1315,A5,B4,C4
1316,A4,B2,C1
1317,A3,B3,C4
1318,A4,B5,C3
1319,A5,B2,C1
1320,A1,B1,C5
1321,A4,B4,C3
1322,A1,B5,C3
1323,A1,B1,C4
1324,A4,B5,C3
1325,A3,B1,C5
1326,A3,B3,C3
1327,A3,B2,C3
1328,A3,B4,C4
1329,A4,B3,C5
1330,A2,B2,C2
1331,A5,B2,C3
1332,A4,B4,C1
1333,A3,B4,C5
1334,A2,B5,C4
1335,A5,B4,C5
1336,A5,B1,C2
1337,A5,B1,C3
1338,A5,B2,C4
1339,A4,B1,C4
1340,A1,B3,C4
1341,A5,B2,C4
1342,A4,B4,C3
1343,A1,B4,C1
1344,A1,B2,C1
1345,A1,B2,C3
1346,A3,B4,C3
1347,A2,B1,C5
1348,A2,B5,C5
1349,A3,B1,C4
1350,A4,B5,C3
1351,A5,B2,C4
1352,A3,B1,C3
1353,A3,B5,C3
1354,A3,B5,C3
1355,A3,B2,C4
1356,A5,B4,C5
1357,A1,B5,C5
1358,A2,B4,C2
1359,A2,B3,C3
1360,A5,B5,C4
1361,A5,B2,C3
1362,A2,B4,C5
1363,A3,B5,C4
1364,A3,B4,C2
1365,A2,B1,C5
1366,A3,B1,C5
1367,A3,B3,C5
1368,A3,B5,C3
1369,A4,B1,C5
1370,A3,B4,C2
1371,A2,B1,C1
1372,A3,B4,C4
1373,A2,B3,C4
1374,A4,B2,C2
1375,A3,B3,C1
1376,A3,B5,C3
1377,A3,B4,C4
1378,A5,B2,C1
1379,A2,B4,C4
1380,A1,B1,C3
1381,A5,B2,C5
1382,A5,B4,C2
1383,A1,B3,C1
1384,A2,B4,C5
1385,A2,B2,C5
1386,A5,B1,C4
1387,A2,B5,C1
1388,A5,B1,C4
1389,A2,B5,C2
1390,A3,B4,C1
1391,A2,B1,C3
1392,A4,B2,C4
1393,A2,B4,C4
1394,A2,B2,C3
1395,A4,B2,C2
1396,A1,B1,C3
1397,A5,B3,C4
1398,A5,B4,C4
1399,A4,B3,C3
1400,A4,B3,C4
1401,A2,B3,C2
1402,A2,B1,C2
1403,A4,B1,C3
1404,A2,B2,C1
1405,A1,B1,C2
1406,A3,B1,C3
1407,A5,B2,C2
1408,A5,B2,C5
1409,A3,B3,C2
1410,A4,B4,C2
1411,A2,B4,C1
1412,A3,B1,C4
1413,A3,B1,C1
1414,A2,B5,C4
1415,A1,B2,C3
1416,A3,B3,C4
1417,A1,B2,C1
1418,A5,B4,C2
1419,A3,B4,C3
1420,A2,B3,C3
1421,A4,B1,C5
1422,A5,B5,C2
1423,A5,B5,C2
1424,A3,B5,C2
1425,A5,B5,C5
1426,A1,B1,C2
1427,A3,B2,C1
1428,A3,B1,C5
1429,A1,B4,C5
1430,A3,B1,C1
1431,A3,B5,C1
1432,A2,B5,C3
1433,A4,B2,C3
1434,A5,B3,C3
1435,A2,B4,C1
1436,A4,B4,C1
1437,A5,B4,C2
1438,A4,B2,C5
1439,A1,B3,C5
1440,A4,B3,C5
1441,A5,B2,C4
1442,A2,B1,C2
1443,A2,B4,C2
1444,A3,B2,C3
1445,A1,B2,C2
1446,A1,B4,C1
1447,A5,B2,C3
1448,A3,B3,C1
1449,A2,B4,C4
1450,A1,B1,C1
1451,A5,B5,C3
1452,A2,B3,C1
1453,A3,B1,C5
1454,A2,B3,C5
1455,A4,B3,C3
1456,A1,B4,C4
1457,A5,B4,C1
1458,A5,B1,C2
1459,A2,B2,C1
1460,A4,B1,C2
1461,A4,B3,C2
1462,A4,B1,C3
1463,A5,B2,C1
1464,A2,B5,C2
1465,A5,B2,C5
1466,A4,B3,C4
1467,A4,B5,C4
1468,A1,B4,C1
1469,A5,B5,C5
1470,A1,B4,C5
1471,A3,B1,C2
1472,A3,B3,C5
1473,A2,B5,C2
1474,A5,B4,C4
1475,A2,B3,C3
1476,A4,B5,C3
1477,A1,B2,C3
1478,A3,B4,C1
1479,A4,B5,C1
1480,A2,B4,C5
1481,A2,B1,C1
1482,A4,B2,C4
1483,A1,B3,C5
1484,A4,B1,C3
1485,A5,B5,C5
1486,A3,B3,C1
1487,A4,B5,C5
1488,A1,B1,C1
1489,A3,B3,C5
1490,A1,B3,C1
1491,A2,B1,C3
1492,A2,B2,C3
1493,A2,B4,C5
1494,A3,B4,C4
1495,A2,B1,C5
1496,A5,B2,C3
1497,A5,B1,C5
1498,A1,B2,C2
1499,A4,B5,C2
1500,A2,B3,C1
1501,A2,B2,C5
1502,A4,B2,C4
1503,A3,B5,C4
1504,A1,B1,C3
1505,A4,B3,C3
1506,A3,B2,C5
1507,A5,B3,C5
1508,A4,B2,C4
1509,A4,B3,C1
1510,A3,B2,C3
1511,A3,B3,C4
1512,A4,B3,C4
1513,A5,B5,C3
1514,A2,B5,C4
1515,A3,B4,C3
1516,A3,B3,C1
1517,A1,B4,C3
1518,A3,B4,C1
1519,A2,B5,C3
1520,A3,B2,C1
1521,A1,B4,C3
1522,A3,B5,C4
1523,A4,B5,C5
1524,A2,B2,C2
1525,A2,B5,C2
1526,A2,B2,C4
1527,A2,B1,C1
1528,A4,B3,C1
1529,A5,B5,C4
1530,A2,B1,C2
1531,A3,B2,C3
1532,A5,B5,C5
1533,A3,B4,C4
1534,A1,B4,C1
1535,A4,B1,C1
1536,A2,B2,C5
1537,A4,B2,C5
1538,A5,B2,C3
1539,A5,B1,C2
1540,A5,B5,C2
1541,A5,B3,C5
1542,A2,B1,C1
1543,A1,B5,C3
1544,A2,B1,C5
1545,A2,B5,C2
1546,A1,B5,C4
1547,A4,B5,C1
1548,A3,B5,C2
1549,A4,B1,C2
1550,A3,B1,C3
1551,A2,B4,C1
1552,A1,B4,C5
1553,A3,B1,C4
1554,A1,B2,C3
1555,A4,B4,C1
1556,A3,B3,C2
1557,A4,B4,C3
1558,A5,B5,C2
1559,A5,B4,C3
1560,A2,B5,C3
1561,A3,B2,C1
1562,A5,B3,C5
1563,A4,B5,C4
1564,A4,B1,C2
1565,A1,B4,C2
1566,A5,B3,C1
1567,A3,B2,C4
1568,A1,B2,C4
1569,A4,B3,C2
1570,A3,B5,C5
1571,A4,B4,C4
1572,A5,B2,C4
1573,A5,B4,C1
1574,A1,B3,C5
1575,A3,B4,C3
1576,A3,B3,C2
1577,A5,B4,C3
1578,A3,B2,C3
1579,A1,B1,C3
1580,A4,B3,C2
1581,A3,B1,C5
1582,A1,B3,C2
1583,A5,B5,C4
1584,A2,B2,C1
1585,A3,B3,C5
1586,A3,B4,C5
1587,A4,B3,C3
1588,A4,B5,C4
1589,A5,B5,C3
1590,A4,B1,C2
1591,A2,B5,C3
1592,A3,B4,C1
1593,A1,B3,C5
1594,A5,B3,C2
1595,A1,B5,C2
1596,A4,B2,C5
1597,A1,B4,C3
1598,A2,B1,C3
1599,A4,B1,C5
1600,A4,B1,C4
1601,A4,B1,C2
1602,A4,B3,C1
1603,A1,B1,C4
1604,A4,B1,C5
1605,A3,B1,C2
1606,A2,B2,C5
1607,A5,B4,C3
1608,A1,B2,C3
1609,A3,B1,C5
1610,A5,B3,C3
1611,A5,B5,C2
1612,A1,B3,C1
1613,A3,B4,C3
1614,A4,B1,C4
1615,A4,B3,C1
1616,A3,B5,C1
1617,A4,B5,C2
1618,A2,B4,C3
1619,A5,B3,C1
1620,A3,B1,C4
1621,A3,B2,C3
1622,A3,B4,C2
1623,A2,B4,C3
1624,A5,B3,C4
1625,A2,B5,C4
1626,A3,B3,C3
1627,A3,B2,C3
1628,A3,B5,C3
1629,A1,B3,C1
1630,A3,B4,C5
1631,A1,B5,C3
1632,A3,B4,C1
1633,A2,B4,C2
1634,A4,B5,C5
1635,A5,B2,C5
1636,A2,B3,C3
1637,A4,B1,C5
1638,A3,B5,C3
1639,A1,B2,C3
1640,A3,B4,C1
1641,A2,B1,C1
1642,A2,B5,C4
1643,A2,B3,C5
1644,A4,B2,C2
1645,A2,B3,C4
1646,A4,B3,C2
1647,A3,B5,C4
1648,A4,B1,C5
1649,A5,B4,C1
1650,A2,B2,C4
1651,A5,B5,C2
1652,A1,B5,C3
1653,A4,B4,C4
1654,A4,B5,C5
1655,A1,B3,C5
1656,A5,B3,C1
1657,A4,B2,C1
1658,A2,B4,C3
1659,A1,B2,C2
1660,A5,B2,C1
1661,A3,B3,C2
1662,A1,B3,C1
1663,A5,B3,C2
1664,A3,B3,C4
1665,A1,B3,C2
1666,A5,B2,C5
1667,A1,B2,C2
1668,A4,B1,C4
1669,A1,B4,C2
1670,A5,B1,C5
1671,A1,B5,C2
1672,A3,B3,C3
1673,A5,B5,C3
1674,A2,B3,C4
1675,A1,B3,C1
1676,A1,B5,C2
1677,A2,B5,C3
1678,A3,B5,C2
1679,A2,B3,C3
1680,A5,B4,C1
1681,A3,B4,C2
1682,A4,B1,C1
1683,A4,B1,C3
1684,A5,B1,C3
1685,A1,B4,C1
1686,A3,B1,C1
1687,A4,B5,C1
1688,A3,B3,C2
1689,A2,B5,C5
1690,A5,B1,C5
1691,A4,B1,C2
1692,A2,B3,C5
1693,A5,B1,C3
1694,A2,B2,C5
1695,A3,B5,C3
1696,A1,B3,C1
1697,A5,B5,C5
1698,A2,B5,C1
1699,A4,B4,C5
1700,A3,B3,C2
1701,A3,B4,C1
1702,A3,B2,C3
1703,A5,B1,C5
1704,A3,B2,C3
1705,A5,B2,C1
1706,A5,B3,C1
1707,A3,B5,C4
1708,A5,B4,C1
1709,A2,B5,C3
1710,A4,B3,C3
1711,A2,B5,C1
1712,A5,B3,C3
1713,A4,B1,C1
1714,A3,B4,C2
1715,A3,B2,C4
1716,A5,B4,C1
1717,A4,B3,C3
1718,A3,B5,C3
1719,A3,B3,C3
1720,A5,B1,C3
1721,A1,B3,C4
1722,A2,B1,C1
1723,A4,B4,C5
1724,A4,B4,C2
1725,A5,B4,C5
1726,A2,B4,C4
1727,A4,B1,C2
1728,A2,B3,C1
1729,A5,B2,C4
1730,A1,B1,C5
1731,A3,B2,C3
1732,A2,B1,C4
1733,A5,B3,C4
1734,A3,B2,C3
1735,A5,B3,C3
1736,A2,B4,C4
1737,A2,B2,C2
1738,A3,B2,C3
1739,A4,B1,C1
1740,A1,B1,C4
1741,A4,B1,C3
1742,A1,B2,C2
1743,A4,B4,C2
1744,A2,B5,C4
1745,A1,B1,C4
1746,A1,B4,C5
1747,A2,B4,C2
1748,A3,B5,C5
1749,A3,B1,C5
1750,A5,B2,C3
1751,A3,B1,C4
1752,A3,B2,C1
1753,A4,B2,C3
1754,A2,B3,C5
1755,A4,B1,C1
1756,A1,B1,C4
1757,A2,B3,C4
1758,A2,B4,C3
1759,A5,B4,C1
1760,A5,B3,C2
1761,A1,B4,C2
1762,A2,B1,C2
1763,A2,B2,C2
1764,A4,B4,C1
1765,A2,B5,C5
1766,A2,B5,C4
1767,A4,B1,C5
1768,A3,B1,C5
1769,A4,B5,C1
1770,A3,B5,C1
1771,A1,B2,C5
1772,A2,B1,C2
1773,A3,B3,C3
1774,A5,B3,C1
1775,A2,B3,C5
1776,A1,B3,C5
1777,A5,B1,C1
1778,A5,B5,C3
1779,A3,B4,C4
1780,A5,B4,C2
1781,A3,B1,C2
1782,A5,B3,C5
1783,A5,B4,C5
1784,A5,B1,C3
1785,A2,B1,C1
1786,A1,B3,C4
1787,A5,B3,C4
1788,A5,B5,C2
1789,A3,B1,C5
1790,A2,B2,C2
1791,A4,B3,C1
1792,A2,B3,C1
1793,A5,B4,C3
1794,A4,B2,C5
1795,A2,B2,C1
1796,A4,B4,C3
1797,A2,B2,C5
1798,A4,B5,C5
1799,A3,B3,C3
1800,A5,B2,C5
1801,A3,B3,C1
1802,A1,B2,C2
1803,A4,B3,C3
1804,A3,B2,C1
1805,A5,B3,C4
1806,A4,B2,C5
1807,A4,B3,C4
1808,A3,B2,C4
1809,A5,B1,C2
1810,A2,B5,C2
1811,A2,B4,C2
1812,A5,B5,C1
1813,A4,B2,C1
1814,A1,B5,C4
1815,A4,B3,C2
1816,A2,B1,C4
1817,A5,B2,C5
1818,A1,B4,C4
1819,A2,B2,C1
1820,A1,B1,C5
1821,A3,B2,C4
1822,A3,B5,C2
1823,A2,B1,C2
1824,A5,B3,C4
1825,A2,B4,C4
1826,A3,B2,C5
1827,A1,B5,C1
1828,A2,B2,C4
1829,A1,B2,C2
1830,A2,B4,C3
1831,A2,B5,C2
1832,A3,B1,C5
1833,A3,B3,C1
1834,A5,B5,C3
1835,A4,B5,C4
1836,A5,B3,C4
1837,A5,B5,C5
1838,A5,B5,C5
1839,A3,B3,C4
1840,A4,B2,C4
1841,A5,B4,C1
1842,A2,B5,C5
1843,A2,B2,C4
1844,A5,B1,C1
1845,A5,B1,C5
1846,A2,B3,C3
1847,A1,B4,C4
1848,A4,B2,C5
1849,A3,B3,C3
1850,A3,B1,C4
1851,A5,B4,C3
1852,A5,B2,C4
1853,A4,B5,C5
1854,A3,B1,C2
1855,A5,B5,C2
1856,A3,B2,C5
1857,A2,B1,C1
1858,A1,B2,C1
1859,A3,B4,C2
1860,A4,B5,C5
1861,A1,B5,C5
1862,A3,B4,C2
1863,A2,B3,C5
1864,A3,B5,C5
1865,A3,B1,C1
1866,A1,B5,C1
1867,A2,B4,C3
1868,A5,B2,C4
1869,A1,B1,C5
1870,A3,B1,C4
1871,A1,B4,C5
1872,A1,B2,C1
1873,A3,B3,C4
1874,A4,B1,C1
1875,A2,B3,C4
1876,A3,B4,C5
1877,A2,B4,C2
1878,A4,B3,C1
1879,A3,B5,C3
1880,A2,B3,C3
1881,A5,B5,C4
1882,A5,B2,C5
1883,A5,B1,C4
1884,A3,B4,C1
1885,A1,B5,C4
1886,A3,B2,C3
1887,A3,B3,C5
1888,A2,B4,C1
1889,A3,B5,C4
1890,A2,B1,C5
1891,A1,B1,C2
1892,A2,B1,C1
1893,A5,B3,C3
1894,A3,B5,C1
1895,A1,B5,C3
1896,A2,B2,C4
1897,A4,B3,C3
1898,A3,B5,C2
1899,A3,B2,C5
1900,A1,B1,C4
1901,A2,B1,C1
1902,A2,B2,C5
1903,A3,B2,C3
1904,A3,B5,C2
1905,A1,B4,C1
1906,A2,B1,C2
1907,A1,B3,C3
1908,A3,B3,C2
1909,A5,B3,C5
1910,A4,B1,C5
1911,A3,B3,C1
1912,A5,B4,C3
1913,A1,B1,C1
1914,A4,B1,C1
1915,A4,B1,C5
1916,A2,B1,C4
1917,A3,B1,C2
1918,A3,B3,C1
1919,A4,B5,C3
1920,A4,B5,C1
1921,A5,B5,C2
1922,A2,B1,C5
1923,A2,B1,C5
1924,A4,B1,C4
1925,A2,B3,C1
1926,A5,B3,C4
1927,A5,B4,C5
1928,A1,B4,C1
1929,A2,B2,C4
1930,A5,B1,C1
1931,A5,B3,C3
1932,A1,B4,C3
1933,A5,B1,C2
1934,A5,B5,C2
1935,A4,B2,C5
1936,A1,B4,C3
1937,A3,B1,C4
1938,A3,B3,C2
1939,A3,B4,C3
1940,A3,B2,C2
1941,A4,B1,C1
1942,A4,B4,C2
1943,A3,B5,C4
1944,A4,B5,C4
1945,A4,B4,C3
1946,A3,B1,C5
1947,A3,B4,C1
1948,A5,B5,C4
1949,A1,B5,C1
1950,A4,B5,C5
1951,A4,B4,C4
1952,A2,B5,C5
1953,A5,B3,C4
1954,A5,B3,C2
1955,A1,B4,C2
1956,A2,B1,C2
1957,A1,B2,C5
1958,A5,B1,C4
1959,A4,B2,C2
1960,A5,B2,C5
1961,A3,B3,C3
1962,A3,B4,C5
1963,A2,B1,C1
1964,A1,B2,C3
1965,A5,B5,C5
1966,A4,B5,C4
1967,A5,B5,C5
1968,A5,B1,C2
1969,A5,B2,C2
1970,A4,B3,C4
1971,A4,B2,C5
1972,A4,B1,C4
1973,A2,B5,C3
1974,A1,B4,C5
1975,A2,B1,C2
1976,A1,B4,C5
1977,A3,B2,C2
1978,A5,B5,C1
1979,A4,B5,C4
1980,A3,B1,C4
1981,A4,B2,C1
1982,A4,B2,C3
1983,A3,B1,C4
1984,A4,B3,C3
1985,A4,B3,C2
1986,A1,B3,C3
1987,A3,B1,C1
1988,A2,B3,C3
1989,A3,B1,C2
1990,A1,B5,C5
1991,A5,B4,C5
1992,A5,B5,C5
1993,A3,B5,C2
1994,A2,B3,C5
1995,A1,B5,C3
1996,A5,B1,C5
1997,A5,B5,C5
1998,A2,B2,C5
1999,A3,B4,C5
2000,A4,B1,C4
2001,A3,B5,C5
2002,A4,B3,C3
2003,A2,B3,C1
2004,A1,B3,C5
2005,A1,B1,C2
2006,A4,B4,C3
2007,A5,B4,C5
2008,A5,B1,C3
2009,A5,B1,C5
2010,A4,B4,C3
2011,A1,B4,C5
2012,A4,B3,C3
2013,A5,B2,C5
2014,A2,B2,C4
2015,A3,B2,C4
2016,A2,B1,C4
2017,A1,B3,C3
2018,A2,B2,C4
2019,A3,B1,C2
2020,A3,B4,C4
2021,A2,B4,C2
2022,A2,B2,C5
2023,A2,B3,C1
2024,A4,B2,C5
2025,A5,B5,C1
2026,A2,B3,C1
2027,A1,B3,C2
2028,A5,B5,C5
2029,A3,B3,C4
2030,A2,B2,C3
2031,A1,B5,C4
2032,A5,B4,C1
2033,A1,B2,C2
2034,A4,B2,C3
2035,A5,B1,C2
2036,A1,B2,C4
2037,A3,B4,C4
2038,A1,B5,C1
2039,A1,B3,C1
2040,A3,B5,C1
2041,A3,B5,C4
2042,A2,B2,C2
2043,A2,B5,C2
2044,A4,B3,C3
2045,A1,B5,C5
2046,A1,B4,C1
2047,A4,B2,C3
2048,A3,B1,C5
2049,A3,B1,C5
2050,A4,B5,C2
2051,A1,B4,C1
2052,A5,B2,C1
2053,A3,B4,C1
2054,A3,B5,C2
2055,A5,B5,C5
2056,A2,B4,C5
2057,A1,B4,C1
2058,A3,B1,C1
2059,A4,B2,C3
2060,A5,B2,C5
2061,A4,B4,C1
2062,A4,B1,C4
2063,A2,B5,C2
2064,A5,B2,C2
2065,A5,B3,C1
2066,A3,B5,C3
2067,A1,B2,C2
2068,A2,B1,C1
2069,A3,B4,C1
2070,A5,B5,C5
2071,A4,B2,C5
2072,A4,B1,C2
2073,A2,B3,C5
2074,A1,B1,C5
2075,A3,B2,C1
2076,A4,B3,C2
2077,A5,B5,C4
2078,A1,B3,C5
2079,A1,B3,C5
2080,A4,B3,C5
2081,A3,B5,C3
2082,A2,B5,C5
2083,A5,B1,C2
2084,A4,B1,C5
2085,A4,B2,C5
2086,A4,B1,C5
2087,A3,B4,C1
2088,A2,B2,C4
2089,A4,B4,C5
2090,A5,B2,C5
2091,A3,B1,C2
2092,A2,B1,C4
2093,A3,B4,C2
2094,A2,B4,C1
2095,A5,B2,C2
2096,A2,B1,C1
2097,A5,B3,C4
2098,A1,B3,C4
2099,A2,B5,C5
2100,A4,B5,C1
2101,A2,B5,C5
2102,A2,B1,C3
2103,A1,B3,C2
2104,A1,B1,C4
2105,A4,B5,C4
2106,A3,B3,C3
2107,A4,B5,C4
2108,A2,B4,C2
2109,A1,B5,C1
2110,A4,B5,C3
2111,A2,B3,C2
2112,A4,B5,C4
2113,A5,B2,C3
2114,A2,B4,C4
2115,A4,B5,C1
2116,A1,B5,C5
2117,A3,B1,C5
2118,A1,B1,C4
2119,A2,B5,C2
2120,A4,B5,C4
2121,A5,B5,C4
2122,A2,B4,C2
2123,A4,B4,C1
2124,A4,B4,C2
2125,A2,B3,C1
2126,A1,B5,C2
2127,A5,B4,C5
2128,A5,B1,C4
2129,A2,B3,C4
2130,A5,B3,C1
2131,A1,B2,C3
2132,A2,B4,C3
2133,A3,B3,C1
2134,A2,B2,C3
2135,A3,B4,C1
2136,A3,B4,C3
2137,A2,B1,C4
2138,A5,B2,C4
2139,A2,B5,C3
2140,A5,B3,C4
2141,A1,B5,C4
2142,A5,B3,C2
2143,A3,B3,C3
2144,A4,B5,C1
2145,A2,B3,C4
2146,A5,B1,C3
2147,A5,B3,C2
2148,A2,B1,C2
2149,A2,B5,C1
2150,A2,B2,C5
2151,A1,B3,C1
2152,A1,B4,C2
2153,A3,B1,C4
2154,A4,B3,C3
2155,A2,B3,C1
2156,A2,B5,C5
2157,A2,B1,C4
2158,A2,B4,C4
2159,A2,B5,C5
2160,A2,B4,C3
2161,A5,B2,C5
2162,A2,B2,C4
2163,A1,B4,C2
2164,A2,B1,C4
2165,A1,B2,C3
2166,A4,B1,C3
2167,A1,B4,C2
2168,A3,B1,C1
2169,A1,B2,C5
2170,A1,B4,C4
2171,A3,B4,C2
2172,A4,B1,C1
2173,A2,B2,C3
2174,A4,B5,C2
2175,A2,B1,C1
2176,A5,B3,C4
2177,A1,B2,C5
2178,A1,B4,C4
2179,A1,B4,C4
2180,A1,B1,C3
2181,A2,B4,C4
2182,A4,B5,C5
2183,A2,B3,C5
2184,A2,B4,C4
2185,A3,B5,C2
2186,A4,B2,C5
2187,A2,B4,C2
2188,A5,B5,C2
2189,A2,B3,C2
2190,A2,B3,C5
2191,A2,B4,C1
2192,A1,B1,C4
2193,A4,B2,C2
2194,A3,B2,C4
2195,A2,B1,C1
2196,A4,B4,C5
2197,A4,B5,C4
2198,A3,B2,C3
2199,A1,B4,C4
2200,A5,B4,C1
2201,A3,B3,C5
2202,A2,B2,C1
2203,A1,B3,C2
2204,A4,B4,C3
2205,A5,B3,C3
2206,A2,B4,C2
2207,A5,B5,C2
2208,A4,B3,C2
2209,A5,B5,C3
2210,A5,B4,C5
2211,A2,B5,C1
2212,A5,B4,C3
2213,A4,B1,C4
2214,A1,B4,C3
2215,A4,B4,C4
2216,A4,B4,C4
2217,A5,B3,C3
2218,A2,B3,C2
2219,A1,B3,C5
2220,A3,B5,C3
2221,A3,B2,C4
2222,A3,B4,C1
2223,A1,B5,C3
2224,A5,B2,C1
2225,A4,B3,C1
2226,A5,B5,C2
2227,A4,B5,C1
2228,A1,B5,C5
2229,A2,B2,C2
2230,A5,B4,C1
2231,A3,B3,C3
2232,A1,B3,C5
2233,A3,B4,C5
2234,A2,B5,C2
2235,A2,B2,C5
2236,A3,B3,C4
2237,A1,B1,C1
2238,A3,B3,C3
2239,A3,B2,C3
2240,A1,B5,C5
2241,A2,B5,C4
2242,A2,B2,C5
2243,A1,B2,C5
2244,A4,B2,C1
2245,A1,B2,C3
2246,A2,B3,C3
2247,A4,B4,C2
2248,A1,B4,C3
2249,A3,B4,C3
2250,A2,B1,C5
2251,A1,B2,C4
2252,A5,B3,C2
2253,A4,B4,C5
2254,A1,B1,C1
2255,A5,B4,C3
2256,A4,B4,C5
2257,A2,B1,C2
2258,A3,B4,C4
2259,A3,B2,C2
2260,A5,B5,C3
2261,A3,B3,C2
2262,A3,B1,C5
2263,A3,B5,C5
2264,A3,B5,C5
2265,A3,B4,C3
2266,A4,B4,C5
2267,A5,B2,C1
2268,A4,B2,C1
2269,A2,B1,C5
2270,A2,B4,C5
2271,A1,B5,C5
2272,A5,B3,C2
2273,A4,B1,C1
2274,A1,B4,C1
2275,A1,B4,C1
2276,A5,B3,C5
2277,A3,B4,C5
2278,A4,B5,C3
2279,A4,B3,C1
2280,A5,B1,C3
2281,A4,B1,C3
2282,A2,B3,C3
2283,A2,B2,C4
2284,A4,B3,C1
2285,A3,B3,C5
2286,A3,B5,C3
2287,A1,B1,C4
2288,A2,B3,C5
2289,A5,B4,C3
2290,A1,B2,C4
2291,A2,B5,C2
2292,A5,B2,C3
2293,A5,B3,C4
2294,A5,B1,C1
2295,A2,B5,C3
2296,A1,B1,C5
2297,A1,B1,C2
2298,A3,B4,C5
2299,A2,B3,C5
2300,A3,B2,C2
2301,A1,B4,C4
2302,A3,B5,C4
2303,A3,B1,C4
2304,A4,B4,C1
2305,A5,B2,C2
2306,A2,B4,C2
2307,A4,B4,C2
2308,A1,B4,C1
2309,A1,B1,C5
2310,A4,B2,C1
2311,A1,B4,C2
2312,A5,B1,C1
2313,A3,B3,C3
2314,A1,B2,C2
2315,A4,B2,C2
2316,A5,B5,C5
2317,A4,B1,C4
2318,A3,B2,C5
2319,A4,B4,C5
2320,A5,B4,C3
2321,A5,B3,C3
2322,A4,B3,C1
2323,A3,B3,C5
2324,A2,B5,C1
2325,A4,B2,C2
2326,A1,B5,C2
2327,A3,B2,C1
2328,A5,B3,C3
2329,A2,B5,C3
2330,A5,B5,C5
2331,A5,B5,C5
2332,A1,B3,C4
2333,A4,B3,C2
2334,A3,B1,C4
2335,A2,B2,C4
2336,A5,B4,C5
2337,A2,B1,C4
2338,A2,B5,C3
2339,A1,B4,C3
2340,A3,B1,C2
2341,A1,B5,C4
2342,A1,B4,C3
2343,A5,B2,C4
2344,A4,B5,C4
2345,A2,B1,C1
2346,A1,B1,C2
2347,A2,B1,C1
2348,A2,B3,C5
2349,A1,B1,C2
2350,A4,B1,C4
2351,A2,B2,C4
2352,A2,B2,C4
2353,A4,B4,C5
2354,A3,B3,C2
2355,A5,B2,C5
2356,A4,B1,C3
2357,A3,B5,C4
2358,A4,B3,C4
2359,A1,B3,C5
2360,A5,B4,C1
2361,A1,B5,C4
2362,A2,B3,C1
2363,A2,B2,C5
2364,A2,B3,C3
2365,A5,B5,C1
2366,A5,B4,C5
2367,A4,B4,C2
2368,A2,B5,C3
2369,A3,B2,C5
2370,A5,B1,C4
2371,A5,B3,C5
2372,A1,B1,C2
2373,A1,B3,C1
2374,A1,B2,C4
2375,A4,B4,C4
2376,A1,B2,C2
2377,A1,B5,C2
2378,A1,B2,C2
2379,A3,B4,C5
2380,A5,B5,C2
2381,A1,B2,C5
2382,A2,B1,C4
2383,A1,B3,C2
2384,A2,B3,C1
2385,A3,B2,C3
2386,A5,B5,C4
2387,A1,B1,C2
2388,A1,B4,C2
2389,A3,B2,C3
2390,A1,B5,C2
2391,A3,B2,C5
2392,A3,B4,C4
2393,A4,B2,C2
2394,A1,B2,C5
2395,A5,B4,C1
2396,A2,B1,C2
2397,A3,B1,C2
2398,A1,B5,C3
2399,A2,B4,C1
2400,A2,B3,C3
2401,A2,B1,C2
2402,A3,B2,C5
2403,A4,B3,C3
2404,A4,B1,C2
2405,A3,B4,C3
2406,A2,B1,C1
2407,A4,B4,C1
2408,A4,B5,C4
2409,A5,B5,C4
2410,A4,B3,C1
